Attendance_Percentage,Study_Hours_Per_Day,Previous_Academic_Marks,Internal_Assessment_Marks,Assignment_Score,Practical_Lab_Score,Number_of_Backlogs,Previous_Semester_GPA,Sleep_Hours,Internet_Access,Parental_Education,Extracurricular_Activities,Class_Participation,Assignment_Submission_Rate,Performance_Category,Academic_Consistency,Overall_Academic_Score,Engagement_Score,Study_Efficiency,Parental_Education_Label,Performance_Label
66.35,7.93,57.8,60.9,67.16,54.65,2.0,6.08,9.7,1,2,1,59.5,71.34,Average,5.34,60.12,65.42,2.64,Graduate,1
72.45,8.75,74.65,80.18,73.36,74.68,1.0,7.97,7.5,1,4,0,73.76,83.41,Good,3.04,76.29,78.59,4.38,Doctorate,2
65.0,6.42,58.3,74.63,50.59,56.8,2.0,7.42,6.9,1,1,1,51.93,84.3,Average,10.26,62.13,68.11,2.14,High_School,1
53.92,7.01,54.03,50.46,71.82,66.09,0.0,6.12,9.7,1,3,1,58.65,74.16,Average,10.03,59.82,66.4,7.01,Post_Graduate,1
100.0,7.4,96.8,87.02,98.28,90.13,0.0,9.27,5.9,1,3,1,85.57,98.56,Excellent,5.36,92.91,92.06,7.4,Post_Graduate,3
66.43,5.28,70.2,52.98,48.09,59.6,3.0,6.3,8.3,1,2,0,59.4,68.82,Average,9.57,58.63,64.11,1.32,Graduate,1
89.59,4.99,89.45,84.11,69.56,68.9,1.0,7.71,7.3,1,4,1,74.34,82.47,Good,10.37,78.79,78.4,2.5,Doctorate,2
96.37,9.67,89.82,91.43,100.0,90.42,0.0,8.97,6.9,1,3,0,89.69,99.49,Excellent,4.77,92.37,94.59,9.67,Post_Graduate,3
81.35,3.97,55.98,59.28,73.84,44.56,0.0,6.56,7.1,1,4,0,48.1,62.54,Average,12.06,59.06,55.32,3.97,Doctorate,1
42.55,2.21,53.15,36.29,46.61,27.52,7.5,4.72,8.5,1,4,1,32.73,68.24,Poor,11.3,41.91,50.48,0.26,Doctorate,0
95.14,8.36,100.0,96.97,100.0,89.86,1.0,9.46,8.7,1,2,1,93.49,100.0,Excellent,4.78,96.67,96.74,4.18,Graduate,3
64.8,4.08,61.63,50.2,56.18,42.31,2.0,6.34,7.0,1,3,0,60.08,72.27,Average,8.29,54.0,66.18,1.36,Post_Graduate,1
75.01,9.98,70.6,73.21,71.9,68.8,0.0,7.54,6.7,1,2,1,75.04,88.75,Good,1.88,71.63,81.9,9.98,Graduate,2
89.34,7.9,78.45,74.88,84.68,83.07,0.0,7.79,8.6,1,0,1,72.82,87.72,Good,4.46,79.67,80.27,7.9,None,2
74.39,8.31,75.97,73.77,90.71,81.2,2.0,8.49,8.3,1,4,1,69.2,89.1,Good,7.54,80.31,79.15,2.77,Doctorate,2
89.85,12.0,93.74,90.41,97.23,96.79,0.0,8.83,8.7,1,2,1,84.45,94.53,Excellent,3.16,93.67,89.49,12.0,Graduate,3
43.79,1.53,46.1,34.8,27.03,40.95,3.0,5.25,8.4,1,0,1,33.54,55.36,Poor,8.22,39.07,44.45,0.38,None,0
63.79,5.19,48.04,57.95,69.53,72.09,1.0,8.02,6.1,1,3,1,64.08,67.56,Average,11.1,62.84,65.82,2.6,Post_Graduate,1
76.67,8.71,77.99,79.01,73.27,75.01,0.0,7.69,6.2,1,1,0,76.35,78.78,Good,2.65,76.6,77.56,8.71,High_School,2
69.4,4.57,77.28,58.11,82.3,79.75,1.0,7.55,9.0,1,4,1,76.58,87.49,Good,11.03,73.81,82.04,2.29,Doctorate,2
74.69,5.43,54.06,54.02,54.18,67.74,0.0,5.4,7.0,1,2,1,43.89,76.48,Average,6.83,56.8,60.18,5.43,Graduate,1
70.14,6.75,81.48,68.3,93.99,76.6,1.0,7.78,5.3,1,2,0,70.33,89.48,Good,10.74,79.34,79.9,3.38,Graduate,2
99.32,10.68,85.75,93.77,96.14,93.39,0.0,8.92,9.3,1,3,1,90.24,93.59,Excellent,4.51,91.71,91.92,10.68,Post_Graduate,3
88.02,8.06,90.59,83.5,96.93,82.53,0.0,8.65,7.2,1,0,1,97.59,100.0,Excellent,6.73,88.06,98.8,8.06,None,3
71.59,8.37,81.87,85.5,77.01,77.7,1.0,8.51,6.7,1,3,0,72.55,86.05,Good,3.95,81.29,79.3,4.18,Post_Graduate,2
82.33,7.99,74.52,78.4,82.3,81.64,1.0,7.79,8.0,1,2,1,68.65,89.05,Good,3.56,78.81,78.85,4.0,Graduate,2
99.88,8.68,99.72,93.56,93.64,85.34,0.0,9.48,6.0,1,2,1,89.72,92.1,Excellent,5.9,93.6,90.91,8.68,Graduate,3
79.68,9.07,66.74,68.63,81.28,64.61,1.0,7.67,6.4,1,2,0,65.38,87.32,Good,7.49,70.69,76.35,4.54,Graduate,2
77.79,8.92,78.98,80.63,81.42,69.98,2.0,8.58,7.7,1,0,0,79.97,74.9,Good,5.28,78.76,77.44,2.97,None,2
43.34,3.63,44.87,39.76,43.11,62.84,2.0,4.44,7.5,1,2,0,21.34,62.01,Poor,10.35,46.79,41.68,1.21,Graduate,0
76.49,7.97,84.3,81.24,85.17,84.1,0.0,7.55,6.7,1,3,0,79.29,87.06,Good,1.71,82.79,83.18,7.97,Post_Graduate,2
66.27,5.55,49.72,69.45,56.58,49.2,2.0,6.4,5.9,1,0,1,47.47,73.95,Average,9.43,57.35,60.71,1.85,None,1
54.61,3.98,54.59,58.42,70.64,56.81,3.0,6.95,7.7,1,2,1,59.59,88.17,Average,7.19,60.69,73.88,0.99,Graduate,1
92.01,7.57,89.31,90.64,98.34,90.3,0.0,8.89,6.7,1,2,1,95.23,92.14,Excellent,4.17,91.61,93.68,7.57,Graduate,3
93.34,7.78,91.46,93.66,90.83,100.0,0.0,8.83,8.0,1,2,0,93.25,96.74,Excellent,4.19,93.28,95.0,7.78,Graduate,3
94.05,9.94,97.59,100.0,95.98,86.44,0.0,9.78,7.4,1,4,1,100.0,99.01,Excellent,5.94,95.66,99.5,9.94,Doctorate,3
82.82,8.47,76.23,85.26,75.0,83.22,0.0,8.11,8.5,1,0,0,76.73,81.48,Good,5.07,80.13,79.1,8.47,None,2
40.17,1.95,45.85,36.04,55.45,47.21,7.5,4.55,7.7,1,2,0,33.94,54.92,Poor,7.96,45.55,44.43,0.23,Graduate,0
35.35,1.98,39.14,40.78,49.32,49.83,4.0,4.39,6.1,1,3,1,27.26,61.29,Poor,5.6,44.2,44.28,0.4,Post_Graduate,0
88.65,10.99,90.7,81.42,100.0,97.57,0.0,9.64,5.8,1,0,1,91.0,95.73,Excellent,8.33,92.18,93.36,10.99,None,3
51.66,3.03,32.97,33.35,40.81,41.48,5.0,4.76,8.1,1,0,1,38.88,55.17,Poor,4.62,37.8,47.03,0.51,None,0
92.82,11.07,96.16,96.49,92.52,95.57,0.0,9.43,6.5,1,3,0,94.82,100.0,Excellent,1.82,95.21,97.41,11.07,Post_Graduate,3
47.03,0.5,51.53,16.94,24.13,43.22,7.0,5.14,10.0,1,3,0,34.77,42.51,Poor,16.13,35.73,38.64,0.06,Post_Graduate,0
57.22,2.15,44.69,61.6,52.57,56.89,1.0,7.52,5.2,1,3,1,58.0,68.42,Average,7.18,55.98,63.21,1.07,Post_Graduate,1
46.08,1.43,41.55,43.01,22.59,42.15,7.5,5.03,7.1,1,2,1,35.12,46.78,Poor,9.84,39.12,40.95,0.17,Graduate,0
66.9,7.01,67.05,76.72,54.75,71.41,1.0,6.84,8.4,1,4,1,50.91,73.2,Average,9.36,68.01,62.06,3.5,Doctorate,1
77.46,2.21,49.36,38.46,53.26,54.45,1.0,5.69,6.4,1,0,1,45.89,73.21,Average,7.28,49.19,59.55,1.1,None,1
59.13,4.23,50.76,48.57,76.78,60.42,2.0,5.44,4.8,1,2,1,43.72,58.93,Average,12.84,57.71,51.32,1.41,Graduate,1
84.75,9.52,95.11,94.52,100.0,88.24,0.0,8.95,6.5,1,3,1,92.7,96.33,Excellent,4.82,94.01,94.52,9.52,Post_Graduate,3
82.99,6.47,69.46,76.76,87.13,87.76,2.0,7.75,5.5,1,2,1,76.93,85.45,Good,8.8,79.28,81.19,2.16,Graduate,2
56.12,4.39,52.32,57.5,68.33,63.22,2.0,6.87,7.5,1,3,1,56.0,64.48,Average,6.94,60.63,60.24,1.46,Post_Graduate,1
45.57,2.27,52.43,45.77,28.3,40.95,6.0,5.06,6.1,1,3,1,45.66,63.4,Poor,10.19,43.46,54.53,0.32,Post_Graduate,0
49.87,2.16,39.55,51.73,42.87,35.73,4.0,4.72,5.5,1,0,1,42.42,65.33,Poor,6.83,43.26,53.88,0.43,None,0
90.41,10.99,88.07,92.39,97.26,94.81,0.0,9.53,5.4,1,4,1,95.73,100.0,Excellent,3.92,93.06,97.86,10.99,Doctorate,3
75.73,6.18,67.96,59.54,66.35,59.71,1.0,6.46,5.9,1,2,1,59.67,71.48,Average,4.4,63.55,65.58,3.09,Graduate,1
63.1,5.26,50.17,64.29,62.97,58.68,3.0,6.03,4.6,1,1,1,52.41,86.81,Average,6.37,58.98,69.61,1.31,High_School,1
45.92,2.76,56.56,34.44,31.06,51.38,6.0,5.81,6.7,1,2,1,29.99,57.42,Poor,12.51,45.05,43.7,0.39,Graduate,0
85.05,7.88,86.04,78.61,75.46,77.06,0.0,8.71,6.9,1,3,1,77.12,89.78,Good,4.68,80.38,83.45,7.88,Post_Graduate,2
58.82,1.93,37.95,36.7,61.32,54.0,7.5,4.45,7.9,1,3,1,26.24,70.29,Poor,12.13,46.18,48.26,0.23,Post_Graduate,0
75.17,8.16,74.35,74.35,74.68,81.39,0.0,7.86,5.6,1,2,1,80.54,81.24,Good,3.47,76.25,80.89,8.16,Graduate,2
82.91,8.9,96.05,87.22,89.1,97.26,1.0,9.64,8.2,1,2,1,90.37,94.48,Excellent,4.99,92.73,92.43,4.45,Graduate,3
85.24,7.04,80.3,92.78,71.0,71.05,1.0,7.74,7.6,1,2,0,81.21,67.49,Good,10.31,79.42,74.35,3.52,Graduate,2
65.72,6.06,72.78,69.38,52.28,67.04,0.0,6.03,7.3,1,0,1,56.86,69.17,Average,9.04,65.43,63.02,6.06,None,1
72.8,8.22,80.9,75.19,88.57,74.68,3.0,7.66,7.0,1,0,1,75.59,68.36,Good,6.47,79.33,71.97,2.06,None,2
35.54,0.76,34.47,33.67,43.68,30.43,6.0,5.36,9.3,1,3,1,22.4,55.55,Poor,5.69,37.22,38.97,0.11,Post_Graduate,0
100.0,8.91,89.99,100.0,89.82,100.0,0.0,10.0,4.9,1,2,0,84.65,94.12,Excellent,5.83,95.46,89.38,8.91,Graduate,3
51.16,4.41,47.93,67.81,43.12,55.74,3.0,6.88,8.2,1,1,0,54.01,63.93,Average,10.78,55.59,58.97,1.1,High_School,1
84.85,5.73,74.64,70.16,68.81,82.59,0.0,8.08,6.0,1,2,1,81.92,84.88,Good,6.21,74.56,83.4,5.73,Graduate,2
31.69,1.8,45.8,34.07,46.8,32.07,5.0,3.93,5.4,1,3,0,35.55,42.92,Poor,7.69,39.67,39.24,0.3,Post_Graduate,0
98.13,10.43,94.69,90.27,95.88,91.5,0.0,9.87,8.4,1,0,1,94.1,100.0,Excellent,2.63,93.59,97.05,10.43,None,3
40.64,1.75,47.19,42.53,30.74,41.39,2.0,5.62,6.7,1,2,1,39.19,49.29,Poor,6.95,42.48,44.24,0.58,Graduate,0
33.65,2.62,53.29,22.49,47.5,37.38,7.5,3.88,8.5,1,3,0,34.96,64.19,Poor,13.49,39.8,49.58,0.31,Post_Graduate,0
79.61,9.69,71.34,86.57,85.88,73.42,0.0,7.78,5.4,1,2,1,75.98,99.79,Good,8.04,79.12,87.88,9.69,Graduate,2
69.75,3.1,74.46,51.4,58.85,46.49,2.0,7.58,10.0,1,4,1,70.4,72.88,Average,12.21,60.11,71.64,1.03,Doctorate,1
77.74,5.68,74.43,82.86,72.93,60.53,1.0,6.55,7.4,1,3,1,71.7,83.31,Good,9.21,72.56,77.5,2.84,Post_Graduate,2
91.54,10.45,87.18,91.61,100.0,94.64,1.0,9.06,7.3,1,2,0,100.0,92.75,Excellent,5.38,92.69,96.38,5.22,Graduate,3
63.33,5.75,63.18,55.18,59.22,65.47,1.0,6.69,9.2,1,2,1,46.47,44.17,Average,4.53,61.22,45.32,2.88,Graduate,1
94.32,10.36,84.68,93.62,88.79,88.44,0.0,8.85,7.2,1,3,1,93.01,100.0,Excellent,3.67,88.87,96.5,10.36,Post_Graduate,3
97.1,12.0,88.92,93.76,100.0,99.93,0.0,9.41,7.0,1,0,1,82.95,94.42,Excellent,5.36,95.07,88.68,12.0,None,3
97.52,9.45,87.45,100.0,97.64,88.26,1.0,9.52,4.5,1,3,1,88.0,93.54,Excellent,6.41,93.56,90.77,4.72,Post_Graduate,3
34.82,2.63,43.94,43.13,40.58,42.4,4.0,5.73,7.5,1,2,1,24.29,69.76,Poor,1.43,44.09,47.03,0.53,Graduate,0
39.02,1.27,57.13,33.29,44.56,31.09,4.0,4.85,8.5,1,3,1,37.06,47.95,Poor,11.96,42.58,42.5,0.25,Post_Graduate,0
84.94,8.11,70.89,63.98,76.95,73.33,1.0,8.82,7.8,1,2,0,82.77,81.76,Good,5.47,72.59,82.26,4.05,Graduate,2
71.88,4.42,68.3,53.04,65.66,52.26,1.0,5.72,7.2,1,3,1,42.66,71.04,Average,8.35,59.64,56.85,2.21,Post_Graduate,1
90.63,10.82,95.7,93.13,100.0,100.0,0.0,9.87,7.6,1,3,1,87.34,94.69,Excellent,3.39,97.08,91.02,10.82,Post_Graduate,3
63.46,1.33,29.64,29.57,52.73,35.42,3.0,3.97,6.7,1,3,1,51.01,68.04,Poor,10.94,36.4,59.53,0.33,Post_Graduate,0
91.09,7.99,75.64,70.77,93.16,80.19,0.0,6.94,9.8,1,2,1,66.25,84.24,Good,9.62,78.21,75.24,7.99,Graduate,2
64.45,4.24,74.13,63.66,52.77,44.25,2.0,6.25,4.7,1,4,1,56.4,72.82,Average,13.0,60.1,64.61,1.41,Doctorate,1
85.08,9.74,82.86,71.45,81.58,76.94,3.0,9.05,7.0,1,1,1,75.23,74.84,Good,5.17,79.33,75.04,2.44,High_School,2
41.02,0.68,60.45,39.58,49.67,30.23,6.0,4.28,6.5,1,2,0,38.17,51.68,Poor,13.01,45.27,44.92,0.1,Graduate,0
52.86,0.86,37.1,38.2,53.65,16.34,4.0,4.66,7.5,1,3,1,26.91,57.59,Poor,15.32,37.48,42.25,0.17,Post_Graduate,0
69.05,3.33,60.61,57.48,54.27,65.4,2.0,5.18,8.0,1,1,1,47.98,81.27,Average,4.74,58.64,64.62,1.11,High_School,1
76.74,5.14,75.77,82.92,75.81,73.66,1.0,8.0,8.0,1,0,1,78.75,84.85,Good,4.05,77.57,81.8,2.57,None,2
58.82,6.51,42.65,65.01,55.04,52.0,1.0,5.6,5.8,1,2,1,48.21,70.73,Average,9.21,53.92,59.47,3.25,Graduate,1
57.63,1.01,38.61,47.27,38.01,34.95,3.0,5.33,6.3,1,0,1,28.25,57.91,Poor,5.29,41.39,43.08,0.25,None,0
75.24,7.94,84.07,87.63,61.3,70.66,1.0,6.59,7.1,1,3,1,68.13,86.91,Good,12.18,75.91,77.52,3.97,Post_Graduate,2
55.93,2.83,53.32,45.07,38.32,39.13,1.0,3.45,6.7,1,3,1,17.76,63.57,Poor,6.93,43.54,40.66,1.42,Post_Graduate,0
59.03,7.46,82.05,83.46,74.12,74.39,0.0,7.47,5.0,1,3,1,69.97,91.42,Good,4.94,78.55,80.69,7.46,Post_Graduate,2
97.52,11.32,83.79,88.23,92.84,92.39,1.0,10.0,8.3,1,1,0,93.43,96.34,Excellent,4.23,90.05,94.88,5.66,High_School,3
78.31,9.61,59.25,63.17,76.2,91.34,0.0,8.39,5.7,1,3,0,75.12,89.4,Good,14.51,72.5,82.26,9.61,Post_Graduate,2
64.75,5.36,55.33,63.03,66.71,63.71,2.0,6.45,7.4,1,3,1,51.55,66.92,Average,4.85,62.12,59.24,1.79,Post_Graduate,1
97.34,9.31,90.66,86.01,100.0,94.87,0.0,9.65,6.0,1,1,0,84.8,100.0,Excellent,5.97,92.79,92.4,9.31,High_School,3
74.31,10.68,72.99,69.81,74.47,74.22,1.0,8.61,5.4,1,3,1,77.0,84.74,Good,2.14,74.05,80.87,5.34,Post_Graduate,2
98.27,11.94,93.9,89.59,99.47,98.16,0.0,9.52,6.4,1,3,0,99.11,96.8,Excellent,4.48,94.92,97.96,11.94,Post_Graduate,3
37.03,2.98,36.23,45.28,30.81,47.25,1.0,5.01,6.1,1,4,1,28.75,63.03,Poor,7.73,41.0,45.89,1.49,Doctorate,0
93.21,8.92,98.13,89.29,100.0,88.38,0.0,10.0,6.4,1,2,0,89.83,95.25,Excellent,5.97,94.53,92.54,8.92,Graduate,3
94.81,7.43,91.21,76.27,80.12,80.67,1.0,7.55,5.7,1,2,1,76.59,74.08,Good,6.4,81.58,75.34,3.71,Graduate,2
71.2,3.97,49.15,62.63,67.43,54.5,2.0,5.2,6.8,1,0,0,47.22,60.59,Average,8.17,57.53,53.9,1.32,None,1
94.89,9.9,99.3,94.62,96.29,98.33,0.0,9.72,8.1,1,3,0,80.85,100.0,Excellent,2.09,97.12,90.42,9.9,Post_Graduate,3
71.38,5.68,65.34,62.55,61.05,56.6,1.0,7.22,5.8,1,1,0,52.01,75.46,Average,3.65,62.72,63.74,2.84,High_School,1
82.75,8.34,77.52,65.18,74.91,70.59,1.0,7.55,8.1,1,4,1,71.09,85.13,Good,5.4,72.32,78.11,4.17,Doctorate,2
86.49,6.49,73.09,71.82,76.67,86.48,0.0,8.65,6.0,1,2,1,80.85,83.36,Good,6.64,77.51,82.1,6.49,Graduate,2
55.14,3.26,36.63,31.88,37.79,30.29,4.0,5.27,8.8,1,2,1,27.48,58.63,Poor,3.63,36.01,43.06,0.65,Graduate,0
53.02,1.84,35.7,45.41,53.68,45.2,4.0,4.79,7.9,1,0,0,26.53,41.63,Poor,7.35,44.84,34.08,0.37,None,0
57.84,4.61,50.99,70.8,71.28,53.73,3.0,6.71,7.8,1,2,1,66.2,82.72,Average,10.84,62.16,74.46,1.15,Graduate,1
45.61,1.31,51.87,36.54,54.02,39.81,3.0,4.7,9.7,1,3,0,31.28,54.25,Poor,8.68,45.57,42.76,0.33,Post_Graduate,0
90.83,10.69,100.0,87.0,96.39,95.19,0.0,8.82,6.5,1,4,0,90.88,97.78,Excellent,5.49,93.89,94.33,10.69,Doctorate,3
80.39,5.28,66.4,68.84,54.8,68.0,1.0,6.03,7.4,1,1,0,50.02,79.08,Average,6.55,64.4,64.55,2.64,High_School,1
70.8,7.81,74.11,84.28,77.07,79.71,0.0,8.44,8.6,1,2,1,75.09,87.48,Good,4.31,79.39,81.28,7.81,Graduate,2
74.14,5.26,71.56,38.32,73.87,53.14,3.0,7.06,8.0,1,2,1,50.06,79.81,Average,16.74,59.93,64.94,1.31,Graduate,1
82.91,5.86,71.24,82.77,84.86,81.57,1.0,6.94,9.5,1,2,0,82.54,84.17,Good,6.07,78.73,83.36,2.93,Graduate,2
55.89,2.36,55.94,36.6,36.08,33.12,4.0,4.16,10.0,1,1,1,36.55,54.53,Poor,10.45,41.14,45.54,0.47,High_School,0
73.87,8.59,76.36,82.99,72.99,79.54,0.0,6.54,7.0,1,2,0,80.75,69.56,Good,4.28,76.88,75.16,8.59,Graduate,2
89.19,12.0,89.04,91.15,90.55,89.01,1.0,9.33,4.9,1,3,0,88.71,95.97,Excellent,1.08,90.29,92.34,6.0,Post_Graduate,3
61.54,1.67,53.63,36.47,32.27,52.97,7.5,4.65,5.7,1,1,1,42.22,60.57,Poor,11.07,44.22,51.4,0.2,High_School,0
68.04,3.39,56.47,54.29,61.9,47.03,2.0,7.35,5.9,1,2,0,57.35,77.24,Average,6.16,56.83,67.3,1.13,Graduate,1
64.98,4.4,61.84,56.16,52.01,59.71,4.0,7.18,8.2,1,0,0,56.92,72.28,Average,4.31,59.02,64.6,0.88,None,1
43.59,1.73,34.91,29.65,40.33,39.91,5.0,4.32,6.8,1,3,1,37.34,56.42,Poor,5.01,36.51,46.88,0.29,Post_Graduate,0
85.11,10.71,85.97,100.0,96.2,88.38,0.0,9.5,9.2,1,2,1,90.08,100.0,Excellent,6.57,92.91,95.04,10.71,Graduate,3
94.36,12.0,98.66,90.82,98.07,100.0,0.0,9.7,8.0,1,2,0,93.32,98.69,Excellent,4.12,96.68,96.0,12.0,Graduate,3
97.79,7.37,97.02,82.44,85.34,90.01,0.0,8.49,7.1,1,1,1,94.42,94.96,Excellent,6.36,88.42,94.69,7.37,High_School,3
80.98,5.7,77.08,75.59,73.37,77.66,1.0,6.63,8.3,1,3,1,74.47,80.68,Good,1.91,75.0,77.58,2.85,Post_Graduate,2
90.64,7.69,91.18,79.35,93.11,86.26,0.0,9.91,7.2,1,3,0,93.16,89.73,Excellent,6.14,88.42,91.44,7.69,Post_Graduate,3
